car_name,driven_km,fuel_type,transmission,ownership,manufacture,engine_cc,seats,km_per_cc,cc_per_seat,price_dollar
1289,Hyundai i10 Sportz 1.2,55892.0,Petrol,Manual,4th Owner,2008,998.0,5,55.69331046742,199.0,3330.0
1290,Maruti Ciaz VXi Plus,77876.0,Petrol,Manual,1st Owner,2015,1373.0,5,57.05344856118055,274.0,8220.0
1291,Mercedes-Benz C-Class Progressive C 220d,30686.0,Diesel,Automatic,1st Owner,2020,1950.0,5,16.215967572648783,390.0,42640.0
1292,Hyundai Grand i10 Asta,30346.0,Petrol,Manual,1st Owner,2016,1248.0,5,24.19476993144909,249.0,5770.0
1293,BMW X5 xDrive 30d xLine,25000.0,Diesel,Automatic,1st Owner,2020,796.0,5,31.292914921018927,159.0,54200.0
1294,Renault Duster 110PS Diesel RxZ,88189.0,Diesel,Manual,2nd Owner,2013,1248.0,5,70.38280971569178,249.0,5650.0
1295,Volkswagen Polo 1.2 MPI Highline,62000.0,Petrol,Manual,1st Owner,2016,1199.0,5,52.10878841952201,239.0,9030.0
1296,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,58386.0,Petrol,Manual,2nd Owner,2019,998.0,5,58.53016166626197,199.0,6820.0
1297,Volkswagen Vento 1.5 TDI Highline AT,79100.0,Diesel,Automatic,1st Owner,2017,1462.0,6,53.93429863397317,243.0,15110.0
1298,Maruti Ciaz VDI SHVS,124183.0,Diesel,Manual,1st Owner,2017,1493.0,5,82.97048144344936,298.0,7840.0
1299,Mahindra Bolero Power Plus ZLX,48000.0,Diesel,Manual,1st Owner,2017,1396.0,5,34.452914377261685,279.0,10000.0
1300,Mahindra Scorpio LX 2.6 Turbo 9 Str,123804.0,Diesel,Manual,3rd Owner,2009,1405.0,7,88.00746498092386,200.0,4100.0
1301,Maruti Vitara Brezza VXI,20092.0,Petrol,Manual,1st Owner,2020,999.0,5,20.368551017284044,199.0,12320.0
1302,Tata Tiago 1.2 Revotron XZ,60000.0,Petrol,Manual,1st Owner,2017,1396.0,5,43.37627100208134,279.0,6200.0
1303,Hyundai i10 Sportz 1.1L,107263.0,Petrol,Manual,1st Owner,2014,998.0,5,107.31864767424318,199.0,4280.0
1304,Chevrolet Aveo U-VA 1.2 LS,15000.0,Petrol,Manual,1st Owner,2008,1086.0,5,14.306551730319983,217.0,2820.0
1305,Nissan Micra XL Option CVT,13333.0,Petrol,Automatic,1st Owner,2019,1968.0,5,7.043047835686804,393.0,6630.0
1306,Toyota Innova Crysta 2.8 ZX AT BSIV,57189.0,Diesel,Automatic,2nd Owner,2018,1197.0,5,48.26071605132808,239.0,32280.0
1307,Honda Civic ZX,25000.0,Petrol,Automatic,1st Owner,2019,2925.0,5,8.662350198370548,585.0,31440.0
1308,Hyundai Verna SX Opt AT Diesel,32000.0,Diesel,Automatic,1st Owner,2021,1995.0,5,16.07312944969484,399.0,29320.0
1309,Maruti Swift VXI,90000.0,Petrol,Manual,2nd Owner,2013,1956.0,5,45.56822879819368,391.0,5240.0
1310,Kia Seltos HTX IVT,20500.0,Petrol,Automatic,1st Owner,2020,1497.0,5,13.663431661730694,299.0,29830.0
1311,Maruti Zen Estilo 1.1 LXI BSIII,104817.0,Petrol,Manual,2nd Owner,2009,1120.0,5,93.61632234268208,224.0,3090.0
1312,Volvo XC60 D5 Inscription,34000.0,Diesel,Automatic,1st Owner,2019,2179.0,4,15.527004882492365,544.0,46610.0
1313,Mercedes-Benz S-Class S 350 d,13000.0,Diesel,Automatic,2nd Owner,2014,1353.0,5,9.73761362721752,270.0,44680.0
1314,Maruti SX4 S Cross DDiS 320 Zeta,59000.0,Diesel,Manual,1st Owner,2017,1493.0,7,39.02841900438797,213.0,12160.0
1315,Mercedes-Benz GLC 220d 4MATIC,24000.0,Diesel,Automatic,1st Owner,2020,2143.0,5,11.432428948191314,428.0,47460.0
1316,Hyundai Grand i10 Nios AMT Sportz,39000.0,Petrol,Automatic,1st Owner,2020,998.0,5,38.835396507454206,199.0,8950.0
1317,Audi Q7 45 TDI Quattro Technology,15000.0,Diesel,Automatic,1st Owner,2018,2967.0,7,5.151768198094198,423.0,52620.0
1318,Toyota Land Cruiser VX,27000.0,Diesel,Automatic,1st Owner,2019,1199.0,4,22.200503881628542,299.0,61070.0
1319,Honda Jazz V CVT,68000.0,Petrol,Automatic,1st Owner,2016,1199.0,5,56.502562402456256,239.0,7580.0
1320,Renault Duster RXZ Turbo CVT,13248.0,Petrol,Automatic,1st Owner,2021,1330.0,5,10.420711227530576,266.0,24960.0
1321,Maruti Eeco 5 Seater AC BSIV,25000.0,Petrol,Manual,1st Owner,2019,1368.0,5,18.62469840351519,273.0,5810.0
1322,Honda Amaze S Petrol,25102.0,Petrol,Manual,1st Owner,2019,2499.0,5,9.611182896954196,499.0,8510.0
1323,BMW X5 xDrive 30d M Sport,83005.0,Diesel,Automatic,2nd Owner,2014,1968.0,5,42.67339963803103,393.0,37900.0
1324,Maruti Swift VDI BSIV,28654.0,Diesel,Manual,1st Owner,2017,1199.0,7,23.893816012490895,171.0,6870.0
1325,Honda Brio V MT,81200.0,Petrol,Manual,1st Owner,2013,1498.0,5,54.43682805177635,299.0,4910.0
1326,Hyundai i20 1.2 Magna Opt,84557.0,Petrol,Manual,1st Owner,2011,1997.0,7,42.45181172696309,285.0,4240.0
1327,Maruti Alto K10 VXI,40000.0,Petrol,Manual,1st Owner,2018,1493.0,5,27.151834533625987,298.0,5040.0
1328,Maruti Swift Dzire VDI,129195.0,Diesel,Manual,1st Owner,2013,1968.0,5,65.15894929289273,393.0,5410.0
1329,Tata Harrier XZ BSIV,38807.0,Diesel,Manual,1st Owner,2019,998.0,5,38.462487977352495,199.0,27480.0
1330,Honda Amaze S Petrol BSIV,34039.0,Petrol,Manual,1st Owner,2019,1497.0,5,22.485174228233223,299.0,8110.0
1331,Honda City i VTEC CVT VX,79165.0,Petrol,Automatic,2nd Owner,2015,1199.0,5,66.37884842796083,239.0,8790.0
1332,Renault KWID RXL,32681.0,Petrol,Manual,1st Owner,2016,799.0,5,40.993578331277746,159.0,4450.0
1333,Hyundai Santro Xing XO,25000.0,Petrol,Manual,1st Owner,2007,998.0,5,25.312438754101027,199.0,3060.0
1334,Maruti XL6 Alpha AT,16000.0,Petrol,Automatic,1st Owner,2019,1451.0,5,11.127107543028604,290.0,24760.0
1335,Maruti Ertiga ZXI,93703.0,Petrol,Manual,4th Owner,2013,1299.0,5,72.41946412800662,259.0,5780.0
1336,Tata Indigo LS (TDI) BS III,200000.0,Diesel,Manual,2nd Owner,2008,995.0,5,200.78518023425573,199.0,3290.0
1337,Land Rover Range Rover Vogue SE 4.4 SDV8,87002.0,Diesel,Automatic,2nd Owner,2013,1968.0,5,44.110678569683216,393.0,40130.0
1338,Maruti Alto LXI,70000.0,Petrol,Manual,3rd Owner,2004,1582.0,5,44.71968356333755,316.0,2780.0
1339,Chevrolet Beat Diesel PS,82983.0,Diesel,Manual,1st Owner,2012,624.0,4,132.77604063605517,156.0,3090.0
1340,Maruti Wagon R LXI Optional,90000.0,Petrol,Manual,2nd Owner,2016,1586.0,5,57.03126576102988,317.0,5350.0
1341,Maruti Swift Dzire AGS ZDI Plus,23000.0,Diesel,Automatic,1st Owner,2018,2755.0,7,8.76922850576217,393.0,10710.0
1342,Hyundai Grand i10 Nios Sportz,6834.0,Petrol,Manual,1st Owner,2020,1591.0,5,4.1440600888853885,318.0,9000.0
1343,Hyundai i10 Era,58478.0,Petrol,Manual,1st Owner,2013,1591.0,5,36.753640553263565,318.0,6720.0
1344,Hyundai Xcent 1.2 VTVT S,30000.0,Petrol,Manual,1st Owner,2018,1984.0,7,15.079802849596634,283.0,7120.0
1345,Renault KWID RXT,65292.0,Petrol,Manual,1st Owner,2017,1086.0,5,59.7345084332827,217.0,4510.0
1346,Hyundai Creta 1.6 CRDi AT SX Plus,7000.0,Diesel,Automatic,1st Owner,2016,1248.0,5,5.683326513706783,249.0,23570.0
1347,Volkswagen Polo 1.2 MPI Comfortline,23677.0,Petrol,Manual,1st Owner,2016,1197.0,5,19.380353838079504,239.0,6260.0
1348,Chevrolet Spark 1.0 E,81000.0,Petrol,Manual,1st Owner,2009,1248.0,5,65.38760847757246,249.0,3080.0
1349,Mahindra Thar LX 4-Str Hard Top Diesel,36398.0,Diesel,Manual,1st Owner,2021,998.0,4,36.04547926493749,249.0,32330.0
1350,Tata New Safari XZA Plus AT,10289.0,Diesel,Automatic,1st Owner,2022,1956.0,5,5.16283559085902,391.0,35940.0
1351,Hyundai i20 Sportz 1.4 CRDi,75000.0,Diesel,Manual,1st Owner,2014,1086.0,5,69.4430191480275,217.0,6190.0
1352,Hyundai i20 Sportz 1.4 CRDi,60000.0,Diesel,Manual,2nd Owner,2017,796.0,7,75.4608628854043,113.0,8700.0
1353,Mercedes-Benz C-Class C 220 CDI BE COR,58000.0,Diesel,Automatic,1st Owner,2013,1248.0,5,46.866377579273085,249.0,16010.0
1354,Maruti Alto 800 LXI,24000.0,Petrol,Manual,1st Owner,2017,1197.0,5,20.29855221914061,239.0,4280.0
1355,Maruti Celerio ZXI,57313.0,Petrol,Manual,1st Owner,2019,1086.0,5,53.10562302802167,217.0,6230.0
1356,Mahindra XUV500 W10 1.99 mHawk,42119.0,Diesel,Manual,1st Owner,2017,1396.0,5,30.65623043828472,279.0,20030.0
1357,Toyota Etios Liva GD,75805.0,Diesel,Manual,1st Owner,2011,1298.0,5,58.66470498647829,259.0,4600.0
1358,Tata Indica Terra 1.4 TDI,40493.0,Diesel,Manual,1st Owner,2011,1461.0,5,27.482393829748393,292.0,3500.0
1359,Volkswagen Vento Diesel Comfortline,110000.0,Diesel,Manual,3rd Owner,2011,936.0,5,117.68904238655215,187.0,3840.0
1360,Toyota Etios G,27680.0,Petrol,Manual,1st Owner,2013,1496.0,5,18.23574858958177,299.0,6550.0
1361,Hyundai i10 Magna 1.2 iTech SE,60000.0,Petrol,Manual,1st Owner,2008,998.0,5,60.375180427235506,199.0,3840.0
1362,Maruti Ciaz Delta AT,50000.0,Petrol,Automatic,1st Owner,2020,1997.0,5,25.32136371285918,399.0,13210.0
1363,Mahindra KUV 100 NXT D75 K8 Dual Tone,20000.0,Diesel,Manual,2nd Owner,2017,1198.0,8,16.82813462373756,149.0,5360.0
1364,Honda Jazz 1.2 VX i VTEC,45000.0,Petrol,Manual,1st Owner,2017,1598.0,5,28.014469883848907,319.0,8450.0
1365,Volkswagen Polo 1.2 MPI Highline,55783.0,Petrol,Manual,2nd Owner,2014,1497.0,5,37.297569649615,299.0,5390.0
1366,Toyota Fortuner 4x2 Manual,110000.0,Diesel,Manual,2nd Owner,2012,1248.0,7,87.92912534272538,178.0,19420.0
1367,Maruti Vitara Brezza VDi Option,54000.0,Diesel,Manual,1st Owner,2019,1197.0,5,45.42262574942927,239.0,17050.0
1368,Hyundai Creta 1.6 SX,36104.0,Petrol,Manual,1st Owner,2018,998.0,5,36.402862157290635,199.0,14630.0
1369,Maruti Celerio VXI,40000.0,Petrol,Manual,1st Owner,2017,1995.0,5,20.412588993077136,399.0,5200.0
1370,Hyundai i20 1.2 Asta,25258.0,Petrol,Manual,1st Owner,2017,1497.0,5,16.5793087265381,299.0,7360.0
1371,Maruti Baleno Delta Diesel,77000.0,Diesel,Manual,1st Owner,2018,1497.0,5,51.450448227596006,299.0,9210.0
1372,Audi A3 35 TDI Premium Plus,39000.0,Diesel,Automatic,1st Owner,2020,1497.0,7,26.341993202240168,213.0,36550.0
1373,Tata Altroz XM plus,3730.0,Petrol,Manual,1st Owner,2021,998.0,5,3.915925427209557,199.0,9140.0
1374,Maruti Swift Dzire VXI,84080.0,Petrol,Manual,2nd Owner,2013,1120.0,5,74.65816606845331,224.0,4940.0
1375,Mahindra XUV500 W8 FWD,164428.0,Diesel,Manual,1st Owner,2013,796.0,7,206.60483675628856,113.0,6950.0
1376,Jeep Compass 2.0 Limited,40000.0,Diesel,Manual,1st Owner,2019,1582.0,5,25.749270665671997,316.0,30330.0
1377,Renault Duster 85PS Diesel RxE,53548.0,Diesel,Manual,2nd Owner,2013,1968.0,5,26.982608336396325,393.0,4990.0
1378,Land Rover Range Rover Velar R-Dynamic S Petrol MY21,38000.0,Petrol,Automatic,1st Owner,2020,1248.0,5,30.584057542117364,249.0,54400.0
1379,Skoda Rapid 1.5 TDI AT Ambition,80000.0,Diesel,Automatic,1st Owner,2015,814.0,5,98.14929735083915,162.0,10080.0
1380,Maruti Swift Dzire VXI 1.2,97679.0,Petrol,Manual,2nd Owner,2017,1197.0,5,81.71268350442189,239.0,6100.0
1381,Renault Lodgy 110PS RxZ 8 Seater,72318.0,Diesel,Manual,1st Owner,2016,1248.0,5,57.762313477139884,249.0,8160.0
1382,Maruti Wagon R LXI,50000.0,Petrol,Manual,1st Owner,2019,814.0,5,61.63217111021963,162.0,5870.0
1383,Maruti Ertiga SHVS VDI,80000.0,Diesel,Manual,1st Owner,2017,2179.0,7,36.719052087416,311.0,11210.0
1384,Renault Duster 110PS Diesel RxL AMT,73656.0,Diesel,Automatic,1st Owner,2016,1493.0,7,49.79303165219925,213.0,8750.0
1385,Honda WR-V i-VTEC VX,31356.0,Petrol,Manual,1st Owner,2017,1493.0,5,20.916065721225888,298.0,9670.0
1386,Maruti S-Presso VXI AT 2019-2022,2258.0,Petrol,Automatic,1st Owner,2021,999.0,5,1.8519454737341534,199.0,6530.0
1387,Maruti Swift Dzire LDI,101417.0,Diesel,Manual,2nd Owner,2015,1968.0,5,51.69974549367967,393.0,4710.0
1388,Maruti Swift Dzire VXI,51200.0,Petrol,Manual,2nd Owner,2014,1999.0,5,25.716643844348408,399.0,6120.0
1389,Maruti Ertiga VXI,20000.0,Petrol,Manual,1st Owner,2013,1998.0,5,9.583883173479178,399.0,5730.0
1390,Hyundai i10 Magna 1.2,36049.0,Petrol,Manual,1st Owner,2010,1497.0,5,23.927259303473843,299.0,3710.0
1391,Hyundai EON LPG Magna Plus,120000.0,Lpg,Manual,2nd Owner,2014,1396.0,5,86.42968044503063,279.0,4450.0
1392,Maruti Ciaz ZDi Plus SHVS,70000.0,Diesel,Manual,2nd Owner,2015,2967.0,5,23.591299917280356,593.0,7780.0
1393,Audi A4 2.0 TDI Technology Edition,48000.0,Diesel,Automatic,1st Owner,2015,1968.0,5,24.878480920070324,393.0,31250.0
1394,Honda Amaze S i-Dtech,150000.0,Diesel,Manual,1st Owner,2013,2179.0,7,69.08194398490785,311.0,4450.0
1395,Honda City i VTEC V,40530.0,Petrol,Manual,1st Owner,2016,998.0,5,40.61100264729562,199.0,9340.0
1396,Maruti Wagon R LXI CNG,129325.0,Cng,Manual,1st Owner,2012,1497.0,5,86.54667809824794,299.0,3810.0
1397,Porsche Cayenne Diesel Platinum Edition,50000.0,Diesel,Automatic,1st Owner,2016,1461.0,5,34.432989211795785,292.0,47940.0
1398,Hyundai Creta 1.6 SX Automatic Diesel,36000.0,Diesel,Automatic,2nd Owner,2020,1969.0,5,18.485385579266964,393.0,27520.0
1399,BMW X1 sDrive 20d xLine,22000.0,Diesel,Automatic,1st Owner,2020,0.0,5,,0.0,43100.0
1400,Hyundai Santro Xing XO,120000.0,Petrol,Manual,2nd Owner,2007,1198.0,5,100.39245998793733,239.0,3600.0
1401,Toyota Fortuner 4x4 MT,155124.0,Diesel,Manual,2nd Owner,2015,1197.0,5,129.74931270773845,239.0,25940.0
1402,Honda City i DTEC VX,98772.0,Diesel,Manual,2nd Owner,2015,1248.0,5,79.23333473731759,249.0,7080.0
1403,Hyundai EON Magna Plus,5000.0,Petrol,Manual,1st Owner,2018,1198.0,5,4.542459845935779,239.0,5340.0
1404,Jaguar F-Pace Prestige 2.0 Petrol,9000.0,Petrol,Automatic,1st Owner,2021,1950.0,7,4.750389328881055,278.0,51210.0
1405,Ford Ecosport 1.5 Diesel Trend Plus BSIV,60730.0,Diesel,Manual,1st Owner,2017,998.0,5,60.38674596853375,199.0,8080.0
1406,Maruti Baleno Alpha,24000.0,Petrol,Manual,1st Owner,2018,1198.0,5,20.492490846971666,239.0,7930.0
1407,Toyota Innova Crysta 2.8 ZX AT BSIV,119000.0,Diesel,Automatic,1st Owner,2016,1086.0,5,109.76611677790464,217.0,32280.0
1408,Honda Amaze SX i-VTEC,38738.0,Petrol,Manual,1st Owner,2016,1462.0,5,26.281960475786388,292.0,6090.0
1409,Honda Accord 2.4 AT,123149.0,Petrol,Automatic,2nd Owner,2010,1061.0,5,116.25081398369393,212.0,4840.0
1410,Honda City i VTEC CVT VX,50000.0,Petrol,Automatic,2nd Owner,2016,1798.0,5,28.144838320280254,359.0,11940.0
1411,Tata Tiago 1.2 Revotron XM,28392.0,Petrol,Manual,1st Owner,2016,2184.0,5,13.274634936324741,436.0,5090.0
1412,Tata Altroz XZ Diesel,15000.0,Diesel,Manual,1st Owner,2021,1956.0,5,7.5211720785017455,391.0,12760.0
1413,Hyundai Santro Xing GL,120000.0,Petrol,Manual,3rd Owner,2009,1197.0,5,100.41127631329122,239.0,3540.0
1414,Hyundai Grand i10 Sportz,56384.0,Petrol,Manual,1st Owner,2015,1598.0,5,35.54034841653155,319.0,5200.0
1415,Renault KWID 1.0 RXT,70000.0,Petrol,Manual,1st Owner,2016,1242.0,5,56.292695380357706,248.0,4030.0
1416,Tata Harrier XT,19230.0,Diesel,Manual,1st Owner,2021,4461.0,5,4.670985342160504,892.0,30470.0
1417,Hyundai Grand i10 AT Asta,31000.0,Petrol,Automatic,1st Owner,2016,1497.0,5,20.6887872461404,299.0,7160.0
1418,Volkswagen Ameo 1.2 MPI Highline,66000.0,Petrol,Manual,2nd Owner,2016,1461.0,5,44.918775151645136,292.0,6270.0
1419,Hyundai Grand i10 CRDi Sportz,120797.0,Diesel,Manual,2nd Owner,2016,1462.0,5,82.56866943469097,292.0,4640.0
1420,Hyundai Grand i10 CRDi Magna,97497.0,Diesel,Manual,1st Owner,2016,1498.0,5,65.24511792524592,299.0,5360.0
1421,Hyundai Verna 1.6 CRDi EX MT,78744.0,Diesel,Manual,2nd Owner,2012,1582.0,5,49.76882097236723,316.0,7020.0
1422,Maruti Baleno 1.2 Alpha,69167.0,Petrol,Manual,1st Owner,2015,1493.0,5,45.87610850021562,298.0,7350.0
1423,Toyota Innova Crysta 2.4 G MT,50000.0,Diesel,Manual,1st Owner,2019,1497.0,5,32.94675222960956,299.0,33970.0
1424,Hyundai Grand i10 CRDi Sportz,55259.0,Diesel,Manual,1st Owner,2016,1497.0,5,36.750462539594544,299.0,6500.0
1425,Maruti Zen Estilo VXI BSIII,70000.0,Petrol,Manual,4th Owner,2007,1461.0,5,47.445623894090076,292.0,3210.0
1426,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,70000.0,Diesel,Manual,1st Owner,2015,1498.0,5,46.548979970302184,299.0,23220.0
1427,Audi Q7 45 TDI Quattro Technology,75000.0,Diesel,Automatic,1st Owner,2016,1498.0,7,50.385681646025375,214.0,44240.0
1428,Hyundai Aura SX Plus AMT,35000.0,Petrol,Automatic,1st Owner,2020,1197.0,5,28.97654746949845,239.0,11240.0
1429,Mercedes-Benz M-Class ML 350 4Matic,68000.0,Diesel,Automatic,1st Owner,2013,1248.0,5,54.913897190680125,249.0,36870.0
1430,Mahindra Thar 4X4,59000.0,Diesel,Manual,2nd Owner,2014,2179.0,5,27.38622371175749,435.0,7820.0
1431,Mahindra KUV 100 mFALCON G80 K4,69404.0,Petrol,Manual,2nd Owner,2016,1197.0,5,57.59725615918645,239.0,4640.0
1432,Toyota Corolla Altis GL MT,60865.0,Petrol,Manual,1st Owner,2015,2179.0,5,27.741483949856335,435.0,12130.0
1433,Maruti Swift Dzire AMT VDI,70000.0,Diesel,Automatic,2nd Owner,2017,1498.0,7,46.613822690158464,214.0,8900.0
1434,Hyundai i20 Asta 1.2,63759.0,Petrol,Manual,1st Owner,2013,1199.0,5,53.43826471564308,239.0,6180.0
1435,Maruti Wagon R LXI Minor,200000.0,Petrol,Manual,3rd Owner,2007,796.0,5,250.8304471958961,159.0,3900.0
1436,MG Hector Sharp CVT,11081.0,Petrol,Automatic,1st Owner,2021,1995.0,5,5.626758002852578,399.0,32370.0
1437,Hyundai EON Era,134279.0,Petrol,Manual,1st Owner,2011,1956.0,5,68.98455191221807,391.0,3380.0
1438,BMW 7 Series 730Ld M Sport,22000.0,Diesel,Automatic,1st Owner,2017,1193.0,4,18.604844811057244,298.0,52670.0
1439,Mercedes-Benz GLE 250d,54000.0,Diesel,Automatic,2nd Owner,2017,2143.0,5,25.122878593791352,428.0,45200.0
1440,Hyundai i20 Asta Option 1.4 CRDi,90000.0,Diesel,Manual,3rd Owner,2015,2179.0,7,41.29647727833702,311.0,6710.0
1441,BMW X7 xDrive 40i,39000.0,Petrol,Automatic,1st Owner,2019,799.0,5,48.778821498961,159.0,56980.0
1442,Hyundai Creta 1.6 CRDi SX,100000.0,Diesel,Manual,2nd Owner,2015,1461.0,5,68.24003539370247,292.0,9870.0
1443,Tata Tiago 1.2 Revotron XT,50000.0,Petrol,Manual,2nd Owner,2018,2143.0,5,23.458751476069352,428.0,5020.0
1444,Maruti Swift Dzire LDI,100000.0,Diesel,Manual,3rd Owner,2015,1950.0,5,51.52415953478931,390.0,5260.0
1445,Hyundai i20 Active 1.2 S,47000.0,Petrol,Manual,1st Owner,2015,1197.0,5,38.79192072840763,239.0,6010.0
1446,Volkswagen Vento Petrol Highline,90000.0,Petrol,Manual,1st Owner,2010,999.0,7,90.55765133155985,142.0,3670.0
1447,Hyundai Grand i10 1.2 Kappa Asta,90000.0,Petrol,Manual,1st Owner,2018,1591.0,5,56.54071692485603,318.0,6730.0
1448,Hyundai Venue SX Turbo,19108.0,Petrol,Manual,1st Owner,2021,1591.0,5,11.998192893324916,318.0,17210.0
1449,Toyota Etios Cross 1.2L G,60000.0,Petrol,Manual,1st Owner,2019,1086.0,5,54.96543384724873,217.0,7290.0
1450,MG Hector Hybrid Sharp MT,598.0,Petrol,Manual,1st Owner,2022,1451.0,5,0.8709586894166197,290.0,34560.0
1451,Maruti Swift LXI,35430.0,Petrol,Manual,1st Owner,2018,1197.0,7,29.14099861443072,171.0,5880.0
1452,Honda BR-V Style Edition V CVT,28000.0,Petrol,Automatic,1st Owner,2016,1950.0,5,14.757382375096677,390.0,9390.0
1453,Honda Civic 1.8 V AT,110000.0,Petrol,Automatic,2nd Owner,2007,1197.0,5,92.14059495164872,239.0,5280.0
1454,Maruti Swift Dzire VXI,29526.0,Petrol,Manual,2nd Owner,2021,1198.0,5,24.247215396229226,239.0,8800.0
1455,Skoda Rapid 1.5 TDI Style BSIV,64419.0,Diesel,Manual,1st Owner,2017,2987.0,5,21.7884574181441,597.0,8860.0
1456,Maruti XL6 Zeta,17000.0,Petrol,Manual,1st Owner,2021,1197.0,5,13.773898825919167,239.0,21150.0
1457,Maruti Wagon R LXI,70000.0,Petrol,Manual,2nd Owner,2005,1968.0,5,35.23356002654414,393.0,2840.0
1458,Maruti Ertiga VDI Limited Edition,74988.0,Diesel,Manual,1st Owner,2012,814.0,5,92.39631777868797,162.0,6320.0
1459,Skoda New Laura L and K AT,118971.0,Diesel,Automatic,2nd Owner,2008,1197.0,5,99.18026286080266,239.0,3360.0
1460,Honda Amaze V Diesel BSIV,72000.0,Diesel,Manual,1st Owner,2019,1493.0,5,48.68764451123858,298.0,9780.0
1461,Mahindra Scorpio S5,12001.0,Diesel,Manual,1st Owner,2022,2967.0,7,3.73567455968308,423.0,29970.0
1462,Maruti Swift Dzire VDI,120450.0,Diesel,Manual,2nd Owner,2014,1451.0,5,82.9877341434751,290.0,5050.0
1463,BMW 5 Series 520d Modern Line,41000.0,Diesel,Automatic,1st Owner,2017,998.0,5,41.48836807087392,199.0,38070.0
1464,Chevrolet Enjoy TCDi LTZ 7 Seater,87365.0,Diesel,Manual,1st Owner,2014,1498.0,5,57.82645915764368,299.0,5050.0
1465,Maruti Wagon R VXI,7500.0,Petrol,Manual,1st Owner,2021,1998.0,5,3.9703396433987552,399.0,6930.0
1466,Hyundai Grand i10 CRDi Magna,120000.0,Diesel,Manual,1st Owner,2014,1498.0,5,79.6681443747882,299.0,5030.0
1467,Maruti 800 DX 5 Speed,30000.0,Petrol,Manual,1st Owner,2002,796.0,7,37.224912855848004,113.0,2630.0
1468,Honda Amaze S Petrol,25102.0,Petrol,Manual,1st Owner,2019,2487.0,5,9.601281192655055,497.0,8480.0
1469,Honda WR-V Exclusive Petrol,30000.0,Petrol,Manual,1st Owner,2018,1497.0,5,19.970817743567633,299.0,9460.0
1470,Maruti Ritz VDi,94989.0,Diesel,Manual,1st Owner,2011,998.0,5,95.16311871730144,199.0,3870.0
1471,Mahindra TUV 300 T8 AMT,49900.0,Diesel,Automatic,1st Owner,2016,1498.0,5,32.810359605535325,299.0,11330.0
1472,Maruti Wagon R VXI BS IV,48000.0,Petrol,Manual,1st Owner,2017,1493.0,7,32.59427924051141,213.0,5230.0
1473,Maruti Baleno 1.2 Zeta,32590.0,Petrol,Manual,1st Owner,2017,1497.0,5,21.288115653125484,299.0,7700.0
1474,Skoda Rapid 1.6 MPI AT Elegance Black Package,90000.0,Petrol,Automatic,2nd Owner,2014,1086.0,5,83.19656985749238,217.0,5600.0
1475,Hyundai Xcent 1.2 VTVT S,9669.0,Petrol,Manual,1st Owner,2018,1956.0,5,4.762264380799217,391.0,6470.0
1476,Renault Duster 85PS Diesel RxS,23000.0,Diesel,Manual,2nd Owner,2019,2199.0,5,10.769008372716408,439.0,20310.0
1477,Maruti Wagon R VXI AMT,22000.0,Petrol,Automatic,1st Owner,2018,1498.0,5,14.872258360083856,299.0,7010.0
1478,Maruti Wagon R LXI CNG,103535.0,Cng,Manual,1st Owner,2012,1248.0,5,82.71843402940308,249.0,4260.0
1479,Honda City Edge Edition SV,20000.0,Petrol,Manual,1st Owner,2019,1598.0,5,12.624192993217264,319.0,13090.0
1480,Tata Zest Revotron 1.2T XMS,65000.0,Petrol,Manual,2nd Owner,2015,1995.0,5,32.863637737935946,399.0,5040.0
1481,Mercedes-Benz GLC 200,15000.0,Petrol,Automatic,1st Owner,2021,1997.0,7,7.31309379037789,285.0,49350.0
1482,Mahindra Scorpio VLS AT 2.2 mHAWK,40000.0,Diesel,Automatic,2nd Owner,2012,1405.0,5,27.97531004106175,281.0,5740.0
1483,Hyundai Elantra 1.6 SX Option,46595.0,Diesel,Manual,2nd Owner,2018,1497.0,5,31.112815350177833,299.0,14040.0
1484,Hyundai EON Magna Plus,26995.0,Petrol,Manual,1st Owner,2015,1461.0,5,18.451560012858657,292.0,4280.0
1485,Volkswagen Polo Diesel Comfortline 1.2L,80000.0,Diesel,Manual,4th Owner,2010,1396.0,5,56.959639202959735,279.0,3730.0
1486,Hyundai i20 1.2 Magna Opt,84557.0,Petrol,Manual,1st Owner,2011,1997.0,7,41.86198511754208,285.0,4240.0
1487,Volkswagen Polo 1.5 TDI Highline,90000.0,Diesel,Manual,2nd Owner,2015,995.0,5,90.30007992808659,199.0,6240.0
1488,BMW 5 Series 520d Sedan,60000.0,Diesel,Automatic,1st Owner,2012,1999.0,7,30.51826378151911,285.0,17240.0
1489,Maruti Wagon R LXI CNG Optional,60000.0,Cng,Manual,3rd Owner,2015,998.0,5,59.765105498327834,199.0,4670.0
1490,Volvo S90 D4 Inscription BSIV,51000.0,Diesel,Automatic,1st Owner,2018,1969.0,5,25.49303288159984,393.0,42630.0
1491,Skoda New Laura Ambiente 2.0 TDI CR MT,93913.0,Diesel,Manual,1st Owner,2010,1198.0,5,78.62936839646156,239.0,4990.0
1492,Ford Figo Diesel LXI,90300.0,Diesel,Manual,1st Owner,2013,1461.0,5,61.88288110908014,292.0,4020.0
